text,hatespeech_comb
gente vestida branco parecia céu céu lugar santo,0
130 operárias queimadas dentro fábrica 1857 bundão covarde carater,1
pessoas querem mudar mundo sabendo conjugar verbo,1
símbolo dá fome,0
aqui barzinho barra elite opressora bjs boa noite,1
aqui brasil tantos refugiados guerra síria qualquer registro ataque,1
cachorro,0
cachorro digitou,0
redução pena estupro vulnerável retrocesso gigante legislação brasileira primeiro,0
argumentos cristãos maiores perseguidores religiosos ninguém importa idéia luná,1
argumento burro refuta nada falei fatos lógica verdade vive esconde dentro,1
sei divulgando,0
arnold schwarzenegger pediu pra sair aprendiz demitido fraco ridículo ibope mim tr,0
arrisquei cantar canção tributo demis rousso emocionada fiquei receio dar branco hora,0
15mil chamadas recebidas destas 2mil relativas violência contra mulher sabe ler,0
moço post facebook automaticamente publicado twitter deixa burro pqp,1
vc literalmente deve ter nada pra fazer viu,0
sapa dessa cidade,1
sapatão linda mundo vai dar livro hoje rs,0
saudade acabou kkkkkkk ta gorda feia deixe quieto lixos,1
sbx deve ter sapatão organizadores kkkkk pq cover gay ue,1
senadora paraná mandou mulher fazer greve sexo felizdiainternacionaldasmulheres,0
feministas odeiam preocupem odeio,1
forças malignas esquerda tentando dominar mente ta acontecendo,0
fufas celebram dia mulher,1
fufas d lx tão falsas q dói kkk,1
fufas benfas ganhavam sp kkk,1
fufas malucas,1
fufas usam sempre msm argumento cona,1
sharia conjunto leis islâmicas vê feminismo fazer protestos veja alguns pontos sharia,0
bom xingar falecida tô chamando ruim feia gorda tempo,1
ashsahashsahdsas melhor meme,0
situação europa resumida aceitar refugiados lidar risco terroristas infiltrados aceitar taxado xenofóbico,1
melhores mulheres querem trepar piores querem lemmy motörhead,1
03 mosqueteiras livraram perguntinhas básicas vermelhidaonorosto,0
mulheres descobrindo mulher bom coisa homens sabem séculos mulherdeverdade,0
mulheres n sabem lidar c verdade ontem disse 1 amiga q ficava melhor d rabodecavalocomeçou chorar bazou quimioterapia,0
sociedade evoluiu tempos outros ok legal parabéns paz,0
solução racismo parar falar sobre morgan freeman q disse,0
sorosmídia tenta todas maneiras fazer ocidente engolir refugiados aqui neném,0
sorte fernando pessoa ainda ter nascido conseguem imaginar heterónimos serem denunciados twitter,0
pedras clamarão,0
pessoas entendem meio refugiados inúmeros terroristas coisa tão óbvia,1
redes sociais jornalismo deveria,0
refeições assembleiarepública deveriam iguais cantinas escolas sim dar exemplo,0
assaltaram mercadinho encontre culpado,0
sapatão tudo seguindo aly,1
assessoria comunicação proíbe palavra feminismo feliz dia mulheres,1
assim cabe pais educação sexual filhosquer desenhe,0
assim sim voz lúcida cúpula igreja católica lahore,0
assim sim homem determinado cumpridor força trumppresident,0
assim vc mata papai mamae titia vovó hotelurbano,0
assine petição contra construção mesquita lisboa,1
assista superbowl então continuamos tornar américa grande novamente,0
supostas revoltas cidades natais alguns republicanos verdade muitos casos premeditadas at,0
teta loirinha tá demais altashoras,1
teta simoni redetv peitos hein,1
trapalhadas alexandre moraes governo aparências,0
cara qdo vc descobre q vai ter q trabalhar pra pagar contas,0
últimas 30 fotos galeria devem prints disto paras fufas juro ahahah,1
suzane richtofen solta dia pais justiça incoerente devia ter soltado bruno dia namorados carnaval,0
ás vezes salário pouco importa gente trabalha sentindo prazer,0
vítimas exnamorada rafaela horbach 15 anos mãe filho dois meses irmãs,0
fufas dizem homens pq gostam mulheres merecem mesma feliz dia,1
agora melhor especial standup vi 2017 boa surpresa,0
ate aqui gente rio branco perseguido,1
tamagoshi decepcionei deixei morrer fome então esperem mim,0
atençãodia 8 março amanhãde parabéns pessoas certas,0
atenção identifiquei estagiário fazendo piadas mal gosto punido desculpem transtorno,0
atenção pessoal macapá vai rolar grupo estudos base livro meuamigosecreto feminismo além,0
atenção carro roubado tres carros recuperados tucson prata hb20 branco ranger recebi placa,0
atenção segundo jênio violência contra mulher brasil dá fato país maioria cristã,1
atenção todos preços inacreditavelmente metade dobro blackfriday brasil,0
atentados frança pnr renovarportugal,0
trump farto posts sobre frio parem favor,0
ate porque mulheres tambem cometem atos criminosos bandidos corruptos machistas,0
pouco tempo atrás canalhice retardado compara cristianismo idade média islamismo 201,1
vamos deixar enfiarem goela adentro tanta corrupção queremos refugiados lugar nenhum vamos pra rua gritar povo,0
enfim alguém entende nessa life rt ah gente complicar sim vida totalmente previsível ñ graça,0
tim comprou google,0
ativista direitos humanos,0
atlético 2 x 0 rio branco vitoria atletico assume liderança capixabão 2017,0
todos desejo santo natal ano 2017 cheio esperança via,0
ator comunista c pingente genocida che vivendo vida gastos exorbitantes mansões frança jatinhos,0
atoron rt bem podemos mesclaruma bela espanhola linda holandesarsrsrs,0
atraído forte cheiro enxofre passos coelho deslocouse manhã setúbal encontrou diabo vingouse choco frito,1
atrapalha nada bolsonaro ia ficar sempre naquela pt psdb pra qm votar presidente,0
atrasada universidade castelo branco in rio janeiro rj w,0
através deste ordeno segunda investigação subsequente schumer pelosi negligência sobre,0
travesti dandara 42 anos espancada torturada morta cinco homens 15 fevereiro bairro,0
atualização semanal casa branca,0
atualização semanal juntese mim aqui,0
deu cobertura mediática bandido sócrates têm emenda miserável comunicação social,0
audiência pública sobre ideologia gênero niteroirj,0
ue conseguiu cumprir acordo acolher 90 mil refugiados previsível todos acontecimentos paris,0
aula biologia universidade federal hoje vamos aprender gerado feto dentro próstata homem,0
aula inaugural técnica operatória aprendi q mulher eh burra entendi,1
aumento combustíveis 3 passos frente 1 passo atrás 3 passos frente assim progresso económico,0
união europeia cumpriu promessa sobre refugiados,0
austria refugiados iraquianos praticaram estupro coletivos deportados,0
auuahhuauhahu trump,0
avaliação livro meuamigosecreto feminismo além redes obrigada,0
avaliei meuamigosecreto 4 5 estrelas skoob,0
vantagem namorar mendiga hora levar embora pra casa vc pode deixála qualquer lugar,1
aveirenses hoje vossa vez acabámos adicionar vossa cidade tour 4 março bilhetes vend,0
aveiro obrigado casa esgotada ontem noite regresso prometido overdosedetourette,0
venezuela deve tirar leopoldo lopez prisioneiro político marido reuni,0
vergonha paraná foro privilegiado continua enganado povo brasileiro senadora171,0
aviões c130 equipados kits combate fogos descontinuados decisão política finais anos 90,0
aviso protecção cívil surto cotovelite moreira cónegos,1
aviso hoje suécia amanhã portugal pnr pode evitar país sweden,0
vitória sobre habitual fatalismo pnr,0
azeiteiro quero q fodas volta terra,1
assisti mano compartilhei agora pq tô recebendo todas notificações mil desculpas,0
bagunceiros profissionais bandidos manifs pagos mostram milhões votaram pra tornar américa grande novamente certos,0
tão sapatão sabe oq pauuuuu,1
bandido bom bandido dilacerado dinossauros,1
bandido bom bandido morto menos cunha tá lado,0
bandido bom eh bandido morto viva cunhaa,1
banir refugiados apenas cruel prejudicial economicamente,1
vá lá sejas radical,0
kiss from brazil beijo galera aqui,0
barcelona virada histórica galo várias,0
barreiro terra portuguesa barreiro portugal soflusa,0
bastaram 4 anos pra mudança acontecer,0
batalha pedroso – primeiros embates nacionalidade portugal,0
batalha dia mulher lembrei burra meixmo deve ter sido top,1
bate outro,0
batom vermelho bonito gente branca,1
quero ver cara recauque emili pegar lider joga roberta paredao vaca fausa gorda feia rsrrsrsrsr,1
bbb17 gorda feia escrota irritante falsa aff nojo real,1
graças q vao passar festa toda falando mal outros roberta gorda feia fazendo caretas kkkkk eliminadoa bbb,1
lavagem cerebral mente humano chega primeiro deus altíssimo verdadeiro diaboo islão satanico,0
quero ler sobre islão pq parecia mt interessante n faço ideia ultimo q lançou tho,0
bebe cana pura faz careta,0
bom dia jumenta kkkkkk feliz dia mulher burra claro q exclusividade kkkkkkkk,1
eh sapatao eh larissa joga ideia vai q encanta,0
pensei q youtuber sapatao,1
be imparável insanidade pnr,0
moça hoje amanha pode,0
aceitei pq sapatão sinistra,1
bela lógica camarada liberalse colocares actores muçulmanos tv vãose juntar isismas hey islão odio,1
vi ep ontem ainda tô tentando digerir tudo ali,0
belo legado petista sqn,0
bem morto kkkk rt hugo chávez bem diz presidente equador,0
bem paises socialistas angola cuba venezuela coreia norte quer dizer ditaduras militante petista,0
bem igreja catolica podia promover nova cruzada né,0
bem poderia fazer,0
bemvindo estados unidos benjamin sara icymi conferência imprensa conjunta,0
bemvindo casa branca primeiro ministro,0
bem vindos volta prec nova arruaça esquerdalha marxismo cultural mandam todos encolhem vergonhoso,1
bem vindos novos lindos tl kisses verdade,0
bene barbosa dá surra pres direitos humanos oabsp deb via,0
benfica pediu reunião urgente conselho arbitragem anjinhos resulta resultar surpresa,0
racismo pos anoes pretos fufas gays shemales simao,1
vc mó bobão eim,1
bergoglio indo contra realidade enquanto muçulmanos 10 filhos papa quer menos católicos papa comunista,1
hoje durmo cedo 248 tony tornado pelado,0
pode feia pode gorda pode feia gorda,1
juro ia comer achando chocolate branco socorro,0
hahaha pq tatuapé tava sol aclimação sol bela vista tava nublado rsrs eêee,0
saber aceitar mudanças certo,0
n falo fufas adeus,1
biblía autorizada retrata gênesis criação divina piada bíblia infantil quadrinhos cheios,0
bicho senti burra ouvindo mulher falar masterchefbr,0
bicicleta infanto juvenil aro 20 cindy magento fosco track bikes r 36378 r 13455,0
basta frequentar uns minutinhos grupo rexona pra ver surpresa gritarem sapatão,1
big fish unico filme presta tim burton,0
sapatão babando cima mina hetero desperta 01 único sentimento,1
birras partidocracia prejudicam nação bom redução tsu todos ganham,0
bloco porão dops acabou chegar aqui camarote glacial joaquin teixeira sabadão carnavalesco promete,0
blog dream team futebol feminino vestia vermelho branco preto tricolor,0
boa noite abortistas cuidado empoderamento hem vão morrer agulha crochê fica dica,0
boa noite curtam sexta responsabilidade diga drogas pegar prostituta travesti usar preservativo deus abençoe,0
boa noite lindinhas noite rs,0
boa preliminar agora geração creme avelã emocionada pode retirar vai começar futebol verdade libertadores copa brasil,0
boa semana todos,0
boas festas juntos vamos renovar portugal pnr portugal feliznatal,0
boa tarde brasil sexta feira bebedeira cigarro prostitutas xis bêicon revolver cintura liberado após horário comercial paz,1
boa tarde moçada qualé boa sabadão bebedera estudar churrasco trabalhar armas fogo igreja prostitutas 1600 linense x novorizontino,0
boa tarde molecada almocei fumei cigarro dei defecada compromisso tarde vou continuar respondendo joaquinresponde,0
boa tarde acha vai atingir reconquistar fotinhos comentários balada afasta reflita,0
defende obaminha paz,0
boicote mediático pnr crime jornalismo,0
boicote mediático pnr crime jornalismo via,0
boicote mediático pnr crime jornalismo veja vídeo,0
boitempo dá 70 desconto todos livros escritos mulheres via,1
bolha preconceito tudo vai contra agenda esquerda manda agenda feminista,0
bolsomito kiridinha acredito ainda ocorra disse deputado sobre desigualdade salarial homens mulheres,0
pt psdb mesma bosta,1
vagabunda bbb,1
bolsonaro ganhou votação presidência câmara pq honesto,1
bolsonaro prega volta militares sim defende regime militar rebate mentiras faladas sobre est,0
“bolsonaro vencerá eleições” afirma aécio neves zueira edition ah tá ps assistam final,0
bolsonaro nazista turma psol democrática imprensa brasileira perdeu vergonha ir contra,1
bolsonaropresidentedacamara certeza jornais vão dar jeito falar mal dessa tag,0
noite greve sexo pros maridospor prostitutas brasilia ficam famosas,1
empresas fabricam citotec remedio abortivo devem dar dinheiro pra gente,1
mulheres esquerda estao envolvidas corrupção petrobras roubo aposentadoria idosos,0
bota bizarro nisso,0
falando criado,0
moral falar homem íntegro dep jair messias bolsonaro,0
