text,hatespeech_comb
A Maria Vieira livre pensa cabeça Ana Bola produto lixo sistema emprego Força httpstcoXwnwSUJDkR,1
Ameaça Ridículo Estão mal habituados podem dizer querem nós vêem ameaças onde existem httpstcoM5vuWGJG1E,0
A menina acorda 6 vai pro trabalho sai 18 vai pra faculdade chega casa 11 qdo vencer vida graças feminismo,0
AméricaMG olha oq senhor fez coelho safado httpstconDazPNqhae,1
Americanos amplamente contra cidades santuário httpstcog5eHyBQLGjhttpstco86k040geGI,0
A mídia DE NOTÍCIAS FALSAS desconhece verdade deliberadamente Grande perigo país O nytimes falido virou pia httpstcossibMARmkc,0
A mídia notícias falsas insana teorias conspiratórias ódio cego MSNBC CNN inassistíveis httpstcobiN6YswUWW,0
A mídia NOTÍCIAS FALSAS os falidos nytimes NBCNews ABC CBS CNN inimiga sim inimiga d httpstco4rVCartdzd,0
A mídia NOTÍCIAS FALSAS inventa histórias fontes eficaz democratas desmoralizados is httpstco9HbvTqEapk,0
A mídia fazendo prefeito fez comigo Eles forçam tá homofobia rotulam ridicularizam httpstcooxI4tx9PqL,1
A mídia reportou Dívida Nacional primeiro mês abaixou 12 bilhões vs aumento 200 bilhões primeiro mês Obama,0
amiga pode chamar quiser Quero ver refutar falei fatos lógica verdades httpstcorbgNHozOWk,0
Amigo acredite vc pode cortar pau defesa feminismo assim discurso feministo vai garantir foda hoje,1
Amigo Israel PROIBIÇÃO MUNDIAL críticas Islão Facebook httpstcoBzEN6KaLdF,0
Amigos Acabei fazer terrários cunhada Vanessa Alves Scarpimo acharam Que pena que httpstcoTMCsGufo5v,0
mina tão gorda indireta mandei pra serviu,1
A mina aguenta pronunciar alfabeto inteiro respirar quer pregar q gordofobia mata httpstcorB4L9BZJn1,1
A avó morreu 10 anos consegue mexida emocionante final Taça Liga TacaCTT,0
A casa aceita refugiados aka Mónica,1
A forma brincar dizer verdade É brincadeira engraçada mundo MulherDeVerdade,0
A mãe quer expulsarme casa pq aqui existem fufas adoro família,1
A mitológica desconhecida diferença imigrante ilegal turista httpstcol9BlX9tkY2,1
A miudagem formatada aqui comenta ofende percebe decadente significa queda Quando dest httpstcoOUnGGSThE0,0
amndawilczek cara mandou tirar colar relógio make mandaram tirar foto burca porque lá,0
Amo chamar atenção pro corpo pra mostrar é então mostro esbanjo mesmo ob httpstcohVFI8QoRjz,0
amo negros tao gnt boa pena q pararam vender,1
amorainlove Constituição 1932 Porra bisavó nascida 32 quequeeutenhoavercomisso,1
amorainlove Eu tb mas futurarecemsolteiraaindaapaixonada foda rs,0
amorainlove Excelente parabéns E venham mudanças wwwmorangoexpressblogspotcom,0
amorainlove Gosto não acho bonita nao nada nao huahahaauahauhau,0
amorainlove hahahaha brincadeirinhaboba rs tb acho,0
amorainlove Hello pois é mas interagindo thudhu bom,0
amorainlove Normalll imagina situação pssoa tb ne fodas,0
amorainlove Own gata depende mim não dela mas vamos ver futuro reserva E tu és solteira,0
amorainlove Puts complicado Mas respeita sensações Se sim ótimo Tem ver então encara isso Seicomoé,0
amorainlove Tb soninho eis trabalho amanhã hj feriado sampa tb trabalho rs affff rs,0
amorainlove Uma galera reuniu contra governo intransigente Vargas Oficialmente min 800 pssoas morreram cidades bombardeadas,0
AMore JuhSavignon Ajuda divulgar O primeiro livro melaineribeiro A ESCRITORA E O MUSICO wwwaescritoraeomusicoblogspotcom,0
Amores pra gosta boa leitura E pra gosta superindico melaineribeiro httpaescritoraeomusicoblogspotcom,0
Amor próprio liberdade mote campanha Insecta Shoes Dia Internacional Mulher contou httpstcoy4QAGkWTni,0
amtc74 CAPAZES estranho,0
A mulher deve lentamente decifrada enigma é encanto encanto MulherDeVerdade,0
A mulher deposta cargo MAQUIAR BALANÇO PÚBLICO quer candidatar Só Brasil pra permitir ess httpstcok2Wf4P44fz,0
A mulher engenheira nuclear consegue boa cozinha puta merdaaaaa MasterchefBR,1
A mulher física nuclear cara oq tá fazendo cozinha masterchefBR,1
A mulher eh mega inteligente doutorado ate casa caraí cozinha bem porra MasterChefBR,1
A mulher nerd Vai fazer experimentos esquisitos cozinha passar MasterChefBR,1
A mulher anjo diabo corpo MulherDeVerdade,0
A MULHER É PERFEITA LINDA TRABALHADORA DÁ PAULADA NAS FEMINISTA E NÃO TEM FEICEBUK ACHO QUE VOU PEDILÁ EM CAS httpstco7BEgP3dEdP,1
A mulher posdoctor fisica pesquisadora ainda arraza cozinha mulher dessas bicho MasterChefBR,0
A mulher gênio vei Me sentindo tão burra aqui ceis sabem,0
A mulher vai ter vantagem cozinha conhecer coisas física MasterChefBR,1
A mulher burra brasil,1
mulher BBB soltou mexicano mexicano caixa dágua tem programa gente burra porra,1
A mulher quiser MAS NAO USA DECOTE SUA VADIA NAO PODE TEMOS QUE ANDAR TODAS DE BURCA,1
A mulher única via superar homem mulher cada dia MulherDeVerdade,0
A música cores classes todos Um simples projeto muda vida muitas pessoas httpstcogVFuwtXodn,0
analethicia Aff tutorial tédio VÊ edição vídeo vc entra facul maquiagem,0
anacarolinars zzzz completou gorda feia faltou boba pra 5a série,1
analindamente consigo lembrar campanhas meuamigosecreto meuprimeiroassédio sinto mt lixo humano ver gente falando,1
anapaularsstt sapatao q né sonho bjar callie agora arizona posso realizálo,0
AnaPaulaVolei jdoriajr Bolsonaro coloca milhares pessoas Aeroporto,0
AnaPaulaVolei Sorria querida musa direita httpstcoEvFZdiQFkv,0
anapntes valehomossexual então achar gorda feia falta autoestima Ataaaa,1
A NASA ACHOU MAIS 7 PLANETAS E VOCÊ AI QUE NÃO CONSEGUE ACHAR UM SÓ EMPREGO,1
anasofiaguerra5 visto votação Já vou votar Espera contagem votos Angola,0
natureza perfeita olha filhotes nascendo quantos RTs mamãe merece hein httptco5NMQ2WSY,0
ANDEI LENDO AQUI NA REDE SOCIAL QUE O SR ANDA ENGOLINDO MUITA COISA ULTIMAMENTE O QUE IMPORTA É SER FELIZ ABRAÇO pecesiqueira PAZ,0
Ando passear Baixa Porto encontrei prédio transformado turismo habitação JURO Vou jogar Euromilhões,0
Andréia Sadi reporter GloboNews agredida marmanjos militantes esquerda coletiva pósderrota Hadda httpstcoIWzLOuKjX0,1
anerfost irônicos concorda algum reveja conceitos 3,0
angelicamorango A pimenta comentada estrevista httptwitpiccom1o2bln,0
angelicamorango Hj tdo mundo preoc c colega escrit sabia q ido fazer entrevista Eu disfarçando fazendo preocupada,0
angelicamorango Ixi nêga tá Sampa não Aqui tá dia lindo Nem sei tô fazendo casa acompanhada colica danada,0
angelicamorango Lindo inclusive Intrigante Isso massa,0
angelicamorango NUsssss magavilha heinnn MAssa promo,0
angelicamorango Taí qria picolé carambola Ou Jambo recifefeelings Mas dia hj mto trab E noite A solidão fera,0
angelinhaB2000 sai sapatão incubada,1
Angola ainda ratificou acordo ortográfico Língua Portuguesa Escrevam bem yh,0
Angola «ANGOLA Se possível produzir cartão eleitoral fiável porque conceder bilhete de httpstco5whBqMhUph,0
Angola drama comédia,1
AngolanoViril Por algum motivo pensei deve Cabo Verde Porque Cabo Verde Não sei A propósito httpstco6pTGjCdEX9,0
Angola vs Mali PSG vs Barcelona Mera consciência Angola única equipa fraca,0
aninhacaraujo sofiakalap BiaMontezumaMF vida babar ovo Bia bia feia gorda,1
aninhaebc Miga dá fuçada lá primeiro livro amiga melaineribeiro wwwaescritoraeomusicoblogspotcom eu reviso,0
aninhaebc Nossa ta chiques rs mtos contatos hahaah ta boa,0
aninhaebc Num dá vontade fazer comentário desaforado pra menina httptwitpiccom23v6gt Acho vou fazer,1
aninhaebc Tá msn,0
aninhaebc Tem galinha gisada ahhh convidaaaaaaaaaaaa rsrs saudadedepernambuco,0
annavalente vixi tretas,1
annoyingbru virou fiscal piada agora manda multa la pra casa,0
13 anos PT levou Brasil pior crise economica história país e doentes esquerdistas vão dize httpstco9VRRKXbPDW,1
4 anos TheNoite Lembro casado qdo finado Agora tarde ouvia band fm pq exmulher gostava Danilo,0
4 ANOS QUE O CHORÃO MUDOU DE BANDA TROCOU O CHARLI BRAU JR PELO SEPULTURA PAZ,0
A Nação casa correcto E casas têm portas verdade Então ForçaTrump httpstcoRTEys6FTKK,0
21 anos Mamonas Assassinas SE ELES FOSSEM VIVOS VOCÊ ESTARIA FAZENDO TEXTÃO ACUSANDO OS CARA DE MACHISMO HOMOFOBIA RACISMO ETC,0
A notícia velha preconceito sempre presente httpstcoLtlb0et3hH,0
Ansioso comício Flórida amanhã Grande multidão vista httpstcoo1dNXUmImW,0
Ansioso ver página Facebook PastorMalafaia ar Ajude denuncia httptcoQwYFoWjp,0
Antes irem atrás notícia requentada desonesta intelectualmente RevistaISTOE assista vídeo httpstco9wGGXxs1GD,0
Antes Overdose Tourette chegar vossa cidade decidimos apresentarnos pouco melhor Eis Manel Cardoso httpstcogDB0l1L7S2,0
antigamente ninguém ofendia,0
antoniocostapm AGurria OECD Senhor Primeiro Ministro corte gorduras Estado mordomias dirigentes Isso sim,0
antoniocostapm Então viva PNR certo sr Primeiro Ministro,0
antoniocostapm pode gozar pessoas Homofobia É selvajaria islâmica tanto gosta importar httpstcoAaetKxNt6g,1
AntonioGeovani4 Angola wi,0
Ao contrário Sistema PNR defende forças ordem segurança GuardaPrisional GNRepublicana PSP httpstcopteGZYagzb,0
AO90 crime traição identidade O PNR sempre contra Há desobedecer tal estupidez httpstco7wsyJFC1FL,1
Ao longo história defendido estado democrático direito lado esquerdista OAB SP httpstcomI4oaqbieg,1
Ao mestre carinhoLuiz Carlos Alborghetti 120219459122009 jornalista radialista culhões homemdeverdade RIP,0
A opinião deste tal juiz praticamente impede forças segurança país funcionem ridícula httpstco8qI1p2s6OH,1
A organizadora Marcha Da Mulher EUA favor implantação SHARIA país E ligação Hamas httpstcoTmsrozubxG,0
mariquinhas passam dia twittando voltei,1
Aos poucos vamos acabando tentativa destruir democraciaForaComunismo httpstcolGKB7vjMjn,0
A outra lá fica cara feia Aí abre toda droga sertanejo Mulher burra viu bbb17,1
AO VIVO Declaração Conjunta Presidente Trump Primeiro Ministro Shinzo Abe httpstcoO6BHXpb9WWhttpstcolVoh7ac91l,0
apagão nordeste agora descobrir lá energia elétrica kkkkk,0
Aparentemente 592 páginas livro Cavaco Silva contêm enxofre armazéns Sapec Setúbal,1
aparentemente ligações terroristas Mas vêem Islão contém ovo serpente Terrorista não httpstcoRvGp9Y7MJu,1
A partir momento q vc ri d piada d loira português gaucho vc perde direito d ofender c qualqer outro tipo piada Danilo Gentili,0
Apenas brincadeira dizem httpstcoo3Qw3zAlIN,0
Apesar gostar fazer malas fazer mala Angola altura ano vai bater pq vai entrar roupa verão,0
Apesar serem Australia ACDC banda homens verdade,1
apesentolhes novo recurso usado internet hj dia I R O N I A httpstconA1jnPaQqJ,0
A petição pede despenalização eutanásia aprovado unanimidade comissão parlamentar Vergonha httpstcoKqHPyQjizo,1
A PL 251615 propõe imigração massa refugiados islâmicos Brasil NÃO QUEREMOS A SHARIA NO BRASIL httpstcoOSjmz1eCkb,1
pm racistajá vi policial negro ok,1
PM entrar metendo cacete nessas escolas ocupadas bando vagabundo nao quer estudar fica morando porra escola,1
politica brasileira mercado peixeo peixe fede pessoas acostumadas issoe acham normal,1
Após 10 anos IVG Interrupção Voluntária Gravidez números abortos diminuíram índice de httpstcoEh8jtfefYg,0
Após dois dias conversas produtivas Primeiro Ministro Abe voltando Japão httpstcoVtFPWlnl4z,1
Após forçado desculpar péssima imprecisa cobertura mim após vencer eleições NOTÍCIAS FALSAS httpstcoCL5tReCGYP,0
A possível vitória Geert Wilders esperança Europa mudança Força geertwilderspvv httpstcoOvbwfxpjgL,0
Após ter sido declarado persona non grata Algarve Alentejo Henrique Raposo corre agora risco vida Twitter Restalhe Tinder,1
Aposto bom advogado podia criar bom argumento fato presidente Obama grampear telefones Outu httpstcoVOacDfTDaQ,0
A praga valendo,0
Apresentovos missil AEN17 Totalmente dirigida Angola dó piedade Se Angola nossa va httpstco1eA3Rzkjej,1
A primeira parte Patriots horrível Alguém sabe dizer Palhinha joga lá SuperBowl,0
A procuradora Deborah Duprat diz A CRIANÇA NÃO PERTENCE A FAMÍLIA Dr Miguel Nagib advogado responsável httpstco4HuxJq5luH,0
A professora EF escreveu nome errado mulher burra,1
A propósito homemdeverdade vai Campus Party lugar baitolinhas amigos reais virgem também,1
“Apropriação culturas árabes moda pacto narcísico” by metaforicagabi httpstcoHL8dkqPrym,0
própria culpada exposição filha Maria Rosário postava fotos drogas nudes próprio instagram,1
A próxima jornada Overdose TouretteOn The Road jogase toda Norte 2 MAR VISEU 3 MAR PORTO 4 MAR A httpstcobiQDOLHyBv,0
A publicidade ainda respira httpstco4f3FnPXWHe,0
Aquela campainha q ouve directos Assembleia d República serve recordar passa dispendioso infantário,1
Aquela gente vestida branco parecia céu céu lugar Santo,0
Aquelas 130 operárias queimadas dentro fábrica 1857 homemdeverdade bundão covarde carater,1
Aquelas pessoas querem mudar mundo sabendo conjugar verbo httpstcokkYwDcQ5PZ,1
Aquele símbolo dá fome httpstco2BqfxiRBg4,0
aqui barzinho barra elite opressora bjs boa noite,1
Aqui Brasil tantos refugiados guerra Síria qualquer registro ataque,1
ArantxaNome cachorro,0
ArantxaNome cachorro digitou,0
A redução pena estupro vulnerável retrocesso gigante legislação brasileira Primeiro httpstcoL6LNDyPrGl,0
Argumentos cristãos maiores perseguidores religiosos ninguém importa idéia luná httpstcoZraw9jBvZ0,1
Argumento tu burro refuta nada falei fatos lógica verdade VocÊ vive esconde dentro httpstcotcg0ThD0Ak,1
ariadnetelles sei divulgando,0
Arnold Schwarzenegger pediu pra sair Aprendiz Foi demitido fraco ridículo Ibope mim Tr httpstco3jkTyZoXwj,0
Arrisquei cantar canção Tributo Demis Rousso Muito emocionada fiquei receio dar branco hora httpstcorgCnuPfcEG,0
arthurmedal 15mil chamadas recebidas DESTAS 2mil relativas violência contra mulher Você sabe ler,0
arthurmedal moço post Facebook automaticamente publicado twitter Deixa BURRO Pqp,1
arthurmedal vc literalmente deve ter nada pra fazer viu,0
sapa dessa cidade,1
sapatão linda mundo vai dar livro hoje rs,0
A saudade acabou kkkkkkk ta gorda feia Deixe quieto lixos,1
A Sbx deve ter sapatão organizadores kkkkk pq cover gay ue,1
A Senadora Paraná mandou Mulher fazer greve sexo FelizDiaInternacionalDasMulheres httpstcot0R0x7seoR,0
As feministas odeiam Não preocupem odeio também,1
forças malignas esquerda tentando dominar mente O QUE TA ACONTECENDO,0
fufas celebram dia mulher,1
fufas d lx tão falsas q dói kkk,1
As fufas benfas ganhavam sp kkk httpstcoN0AyyOhO9D,1
fufas malucas,1
fufas usam sempre msm argumento como cona tu,1
A Sharia conjunto leis islâmicas vê feminismo fazer protestos Veja alguns pontos Sharia httpstcoSkNQov2IxA,0
ashblonde1091 pestil3nce rckmbch Felipepesta bom xingar falecida tô chamando ruim feia gorda tempo,1
ashsahashsahdsas melhor meme,0
A situação Europa resumida Aceitar refugiados lidar risco terroristas infiltrados aceitar taxado xenofóbico,1
As melhores mulheres querem trepar você piores querem Lemmy Motörhead homemdeverdade,1
As 03 mosqueteiras A liviacastrofoto fabsramos livraram perguntinhas básicas vermelhidaonorosto httptwitpiccom23v5hn,0
As mulheres descobrindo mulher bom coisa homens sabem séculos MulherDeVerdade,0
As mulheres n sabem lidar c verdade Ontem disse 1 amiga q ficava melhor d rabodecavalocomeçou chorar bazou quimioterapia,0
A sociedade evoluiu tempos outros OK LEGAL MEUS PARABÉNS PAZ httpstcoHYPkNfkBnZ,0
solução racismo PARAR DE FALAR SOBRE ELE morgan freeman q disse,0
A SorosMídia tenta todas maneiras fazer ocidente engolir refugiados Aqui neném httpstcoRrgarkZU6S,0
A sorte Fernando Pessoa RCOSTAEXPRESSO ainda ter nascido Conseguem imaginar heterónimos serem denunciados twitter,0
As pedras clamarão httpstcoxqZj1Kd7Cw,0
pessoas entendem meio refugiados inúmeros terroristas coisa tão óbvia,1
As redes sociais isto O jornalismo deveria httpstcoTPtQzg4gvU,0
As refeições AssembleiaRepública deveriam iguais cantinas escolas Isso sim dar exemplo govpt antoniocostapm,0
assaltaram mercadinho encontre culpado,0
As sapatão tudo seguindo Aly httpstco0OMpzkP0iN,1
Assessoria Comunicação SenadoFederal proíbe palavra feminismo Feliz dia mulheres,1
Assim cabe pais educação sexual filhosQuer desenhe httpstconA0xjniIF3,0
Assim sim Uma voz lúcida cúpula Igreja católica Lahore httpstco4qg6O2KhBR,0
Assim sim Um homem determinado cumpridor Força TrumpPresident httpstcoanW8LopFgs,0
assim vc mata papai mamae titia vovó hotelurbano httptcof3HeZJYryI,0
Assine petição Contra construção mesquita Lisboa httpstcoaUaTxMdXeahttpstco1cp0XxLa1x,1
Assista SuperBowl então continuamos a TORNAR A AMÉRICA GRANDE NOVAMENTE httpstcoX5q81zWwt5,0
As supostas revoltas cidades natais alguns republicanos verdade muitos casos premeditadas at httpstcoPc6isOllYp,0
As teta loirinha tá demais altashoras httpstcoLlS954cBjO,1
As teta Simoni redetv Que peitos hein,1
As trapalhadas Alexandre Moraes governo aparências httpstcoLDV5lCbe6L jornalismowando,0
A cara qdo vc descobre q vai ter q trabalhar pra pagar contas httpstcoZ4QfPxxsc6,0
As últimas 30 fotos galeria devem prints disto paras Fufas juro AHAHAH,1
A SUZANE RICHTOFEN FOI SOLTA NO DIA DOS PAIS A JUSTIÇA É INCOERENTE DEVIA TER SOLTADO O BRUNO NO DIA DOS NAMORADOS E NÃO NO CARNAVAL,0
ÁS VEZES O SALÁRIO POUCO IMPORTA QUANDO A GENTE TRABALHA SENTINDO PRAZER httpstcoJguY8eeq7n,0
As vítimas exnamorada dele Rafaela Horbach 15 anos mãe filho dois meses irmãs httpstcoNsjP1cWmub,0
Até fufas dizem homens pq gostam SÃO MULHERES E MERECEM NA MESMA UM FELIZ dia,1
Até agora melhor especial standup vi 2017 Boa surpresa httpstcoxHDAjmpT7f,0
Ate aqui gente rio branco perseguido,1
tamagoshi decepcionei deixei morrer fome então esperem mim,0
Atençãodia 8 Março amanhãde parabéns pessoas certas TonhoDrinks ocolecionador opressor httpstco5mlejxnHL5,0
ATENÇÃO JÁ IDENTIFIQUEI O ESTAGIÁRIO QUE ESTÁ FAZENDO PIADAS DE MAL GOSTO ELE SERÁ PUNIDO DESCULPEM O TRANSTORNO httpstco0yjkMXow4q,0
