texto,label_odio
USER USER USER USER USER não comia esse USER agora então USER era,0
USER essa propaganda sem noção,0
"SIMPLESMENTE UMA PALAVRA SEM VOGAL, WORDLE EU TE ODEIO URL",0
USER USER Foda-se piranha,1
"ㅤㅤ ㅤㅤ 𝑹odó los ojos, abrazando por la cintura a la rubia mientras ladeaba su rostro para dejar un beso en sus labios. 〝 Estaría mejor si tu inútil boca estuviese en mi pija, amor. 〞 ㅤㅤ URL",1
O mendigo deixou o bombado no chinelo. USER da porra. USER USER (termo para pegador na Bahia). Ainda deu conselho para o chifrudo. Kkkk,1
"só Acho que nas palavras ele foi um pouco sincero .. mais se USER mano ele tem sorte 🍀 , porque quem bateu nele foi um personal .. um homem de Familia , queria ver se fosse um traficante ou bandido possessivo ..., se ele estaria vivo , USER estaria morto , mais é a vida essa coisa acho que acontecer ... tomara que o morador de rua , arrume um trabalho e que ele arrume uma mulher solteira pelo menos USERk e que a mulher do fato se cure .. e o personal tenha muita calma porque essa historia USER USER USER .. 🙏🏾",0
por que só a USER e o USER têm obrigação de reclamar c os peõs mal educados? por que a USER ou a USER ou um macho qualquer não chama os omissos à responsabilidade? todos tiram de bonzinhos p não ir p roça! covardes! por que o USER não mostrou os adjetivos q o USER deu p cada um dos participantes ? fiquei esperando p ver a reação dos peões e nada !,1
"USER Vamos ver daqui uns tempos, Flamengo sem um pinto pra dar água, pq n vai ganhar nada com o time, daí só com o dinheiro de Patrocínio não se sustenta, São Paulo mesma coisa, só aguardamos kwksks",0
"Até os anos 60 existiam zoológicos humanos de negros, onde os pais levavam seus filhos pra zombarem dos outros. Pessoas hipócritas realmente são incompetentes demais pra viverem na Terra.",1
USER 😂. Vergonha que fala .,0
"Brasileiros sem pátria , que apoiam essa política de esquerda , que sempre governaram com acordos de gaveta, conluios , cartas marcadas , bando de políticos corruptos , saqueadores dos cofres públicos e essa imprensa suja que sempre viveram com ajuda dada pela esquerda com dinheiro tirado da educação e saúde ... mas agora a mina secou , o atual governo não faz parte dessa podridão , trabalha para o povo e é atacado por não fazer conluios , por ter cortado a verba milionária que era dada à esses jornais ... USER USER.... o povo está com você , saindo do conforto de suas casas , mostrando a cara e lutando por um Brasil melhor ....",1
USER para de criticar...gravida pode tuuudo❤😘,0
PUTO IPHONE DE MIERDA LA BATERÍA SALÍA QUE ESTABA EN 40% Y AHORA ESTÁ EN 2% LA PUTA QUE ME PARIÓ HIJO DE PUTA,1
"As crianças do comercial já são de uma família homoafetiva, aí vcs acham um absurdo elas falarem sobre isso. Mas quando o presidente incentiva as crianças a fazerem arminha com a mão vcs amam né? Quando ele incentiva criança a não usar máscara, tá tudo bem então.👍🏽🤡",0
Hoje é dia de São Paulo caraio,0
Mas que palhaçada e esta do Burger USER que tem a ver hambúrguer com lgbt.e uma vergonha e principalmente com crianças !!!Quem fiz esta vergonha devia ser metido na rua.E uma vergonha,1
USER pensou que era buceta?,1
">>62753eu estou tentando comer ela, mas tá complicado. ela é virgem e está complicado até de eu passar a mão na buceta dela. essa porra tá muito estranha, acho que vou pagar a foda fora.",1
"E um casal gay só pode adotar uma criança se ela for abandonada por algum casal heterossexual. E o pior que isso acontece muito, infelizmente...",0
"USER USER ja falei que vc é bunda mole karai, vira homen e vem falar cmg na segunda😅",1
"USER Apenas caladinha amiga, você acabou de me chamar de Karol USER, senta e faz au au, vamos.",1
A vida é boa pra carai,0
USER se ele ta chingando feito um louco o filme e o livro eh pq ele num deve gosta...num acha??,0
ela é muito fofinha que odioooo URL,0
"Olha a roupa que a mulher vai pra reunião dos pais, vulgar extravagante 🙄 nada a ver man",1
"O nazismo é uma coisa tao nojenta, que só em pensar no nazismo, dá vontade de vomitar.. eu sinceramente não sei como o USER conseguiu fala o que ele falo",0
"q defende as crianças não, q são homofóbicos",0
"minha mãe tá igual pinto no lixo na 28, eu amo",0
""" meu deus uma propaganda de crianças que respeitam LGBTs😡😡😡😡😡😡 concerteza essas crianças vão virar gays no futuro 😭😭😭😭😭😭"" Só porque você respeita nao significa que você seja gay",0
"eu comprei um chinelo tão imundo nas havaianas, eu tô com odioooo",0
USER errou sim mas é o único que está sofrendo grandes represálias Brasil é uma vergonha atacam quem eles querem,1
Tenho muita pena pois brasileiro se vende por ilusoes político nenhum presta tudo bandido,1
🐵🙈🙉🙊= coisa de gayzao,1
USER USER Então quer dizer que eu sou homofóbico por apontar o que está errado? Então você é preconceituoso por achar que todo evangélico é homofóbico,0
"USER citam eles como exemplo de vida né... de país desenvolvido. meu cu po são ricos e nada mais. e pago pau nos esportes pra eles, só",1
"RT USER: Hoje a companheira Natália Szermeta, militante do MTST, assumiu a presidência da Fundação Lauro Campos-Marielle Franco, es…",0
"Erro gigantesco o monark sair, errou e errou feio, tem que pagar mas destruir tudo oque construiu não faz sentido, o USER morre hoje!",0
"USER Normal dos porcos imundos, raça maldita",1
"Esse debate é uma piada, A menina é muito inteligente, mas o monark estava conversando como conversaria com qualquer convidado, os outros programas são conversas de buteco. Ela chegou ai pra dar uma palestra de desenvolvimento do país. Ela foi ignorante sim impedindo ele de falar o que ele queria, no programa dele.",0
onde q isso é doutrinação? Só falaram que tudo bem existir casal gay 🤨😐,0
"Sem monark não existe flow, ele fez certo em se retratar mas fazer ele sair do flow é um erro já que essa cultura do cancelamento só quer jogar pedra em quem está sendo crucificado, ele estava falando no contexto de liberdade e sotou uma frase que ele mesmo disse que foi um erro, pega a parte que ele fala que o USER é um lixo isso aí esquece, mesmo concordando com oque esse historiador falou mas Economicamente o USER nunca prosperará .",0
tenho vergonha e nojo de ser brasileira porque só os assassinos são respeitado pela sociedade.,1
Português. Estuprado e morto. Eu. Cera. Nada? Queimadura. Dirce?,0
"Já temos 4 versões dessa história: USER do mendigo, da mulher, do personal e a verdadeira. O USER caindo no buraco e o brasileiro preocupado com mendigo pilantra.",0
Quem é essa louca ai gritando? Desiquilibrada pra q tdo isso? Logo essa doida vai fzr besteira é óbvio mto desiquilibrada record tem q escolher melhor selecionar mto USER quem bota no realiteUSER fica a dica,1
"onde talarico quer fala de talaricagem, ond maconheiro se acha bandido, onde homofóbico come viado, onde piranha briga por homem dos outros, onde você faz A e o povo fala o abecedário todo, onde um tenta ser melhor q o outro sendo q ninguém é melhor q ninguém!!!!!!!!!!!!!!!!!!!!! URL",1
USER vc tá passando vergonha sua piriguete,1
USER USER USER pq respeitamos q sejamos gays. Caso USER USER saiba existe os hUSERteros aliados sabia??,0
"USER USER seu viado nojento do caralho, smt ent podre verme inutil",1
"ah, esse neguinho sou eu",0
putUSER USER USER kkkkkkkkk,0
"USER Mais da metade desse dinheiro com certeza foi desviado, roubado, usurpado, surrupiado.",0
"eu amo que eu fui assunto na msm do viado pq toda hora olhavam pra mim e fechavam a cara, acho triste, pq eu nem lembro a existência dele",1
voce esta cansado de toma fora da sua amiga quer ficar por dentro e conseguir pegar a danadinha USER segue ai que voce vai fikar por dentro das dicas para conseguir pegar ela,1
marreco não ganha nem USER.,1
"como tem gente estúpida no mundo, o comercial não tem nada de agressivo, chega a ser ate muito inocente! parabéns boticário, todo mundo compra e paga imposto e tem que ser representado!",0
"Péssimo!!!! Não só o lanche de vcs!!! Procurem contribuir de outra forma, com o modo que uma criança deve ter do mundo, posso garantir pra vcs, que a última coisa que uma criança quer, é ficar se preocupando com gays e lésbicas e etc...",1
rt USER fdp gostosa do crl pqp URL,1
só queria tá trabalhando só pra ocupar a cabeça e ficar suave ganhando dinheiro e gastando com puta e traveco,1
Linda ganho mais uma escrita ❤ Você é linda do jeito que USER eh viiu e USER ligue pra esses comentários absurdos 👏❤❤,0
Esse país é uma piada né ? O cara mata a filha e sai p comemorar o dia dos PAIS !! Só USER 😒,1
"idai cara,estamos em PLENO século XXI,e se hj em dia os pais tem medo que os filhos vejam isso é pq n passa, de preconceituosos,isso influencia em nada a vida de uma criança,mas quando se trata de uma novela onde o ator praticamente esta engolindo a atriz em uma cena se sexo....ai é normal ! é muito ironia em um país '-'",0
"Abra a sua mente, gay também é gente! <3 Parabéns pela inciativa USER USER",0
"Meu deus ! Que hipocrisia mata a filha e ainda sai pra comemorar dias dos"" pais "" E ainda tem direitos ??? Que pais e esse ???e um absurdo",0
USER Eles sabem das rachadinhas da famílicidia kkkkkk além de ladrões são burros de pai para filhos. Suas horas vão chegar!,1
"Se defendemos a união homossexual com o pressuposto de que ""toda forma de amor"" é aceitável, então será aceitável a bestialidade e a pedofilia e o incesto!",1
"A MULHER COM DIGUINIDADE E TER UM BOM CARATER, NAÕ VOTA NO CANALHA MULHERES VAGABUNDA E SEM VERGONHA VOTA NELE. URL",1
USER sou USER pelo Jacob *-*,0
O que mais me deixa puto não é só a merda que o USER falou mas também passarem pano para o Kim USER que defendeu o Nazismo. Só pq o USER não tem imunidade parlamentar. Mas tem gente no Parlamento fez muito menos e mesmo assim foi preso tendo sua imunidade desrespeitadas.,1
USER Isso é uma bichona! E Lula é ladrão.,1
"USER Concordo. Entretanto, o verde oliva e o cisne branco ainda são confiáveis, o problema maior são as asas, lá os vermelhos batem um no outro na maior cara-de-pau.",0
Vejo USER no inferno;),0
USER SIM!! bizarro demais Só por ele ter estuprado a ex mulher do Renato já era pra pegar mais de 8 anos,0
"USER USER 😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣🤣... Ya quisiera yo...pero no soy ni okupa, ni magrebí, ni feminazi...los demás quedan fuera, solo valemos para pagar impuestos y pagaros la fiesta...venga que voy a pagar impuestos en la hostelería...😉",1
O casal lésbico está muito feminino. Não está convincente.,1
Agora que esses corno posta no Play USER eles deixaram a câmera no quarto sfd,1
Fui separa a briga do Rafael ontem tô com pé fudido de novo kkkk mas confesso que eu gostei q o Rafah pegou ele .. viadinho poc poc nunca mas iria fazer fofoca de ninguém.,1
USER NÃO USER! huashuahsahua livro de mulherzinha USER vampiros não brilham no sol eles Queimam LEIA ANNE USER,0
amiga coroa mostrando salto pes e buceta pra mim URL,1
"pois é, USER disse para amar o proximo, e não disse para amar o proximo meunos quem é gay :>",1
o vídeo da nova zelândia virou em países anglófonos algo do nível de vídeos de pornografia infantil. estão ameaçando dez anos de cadeia para quem compartilhar o vídeo e já prenderam um homem por ://,0
"USER USER USER USER Pq se ofendeu com isso?! Vc é viadinho mesmo, podeira ter reclamado de eu ter complementado com ""de merda""",1
"USER é amor, de todos pra todos. Manipular crianças é um abuso!",0
USER aboliu escravidão como ??? O povo ainda e escravo do governo.,0
"USER mulher se tem alguém que não passou pela fase feia é tu, desde que te conheço e faz um tempinho, nunca vi vc nessa fase",0
Mulher nojenta se acha a dona da razão.,1
USER USER que o pariu kkkkkkkkk ri muito,0
Nojo desse Brasil 🤢,1
Hahaha; se existir um perfume que deixa as pessoas mais bonitas me avisem..ainda bem que não usamos maquiagem somos feios naturalmente! !!!,0
500 anos de USER e o USER aqui nada mudo,1
o cara pod até nen ser pegado seila USER tipo o crepusculo e horrivel USER USER USER gay depois do justin,1
"USER esse comercial!!! nunca mais compro nessa loja e nao recebo presentes. o cara pode dar a bunda a vontade e eu respeito a opção que ele escolheu, mais não sou obrigado a aceitar isso!!! tenho certeza que o boticario tem mais clientes héteros do que gays.",1
"USER tudo bem chama doq USER quiser, se você não conseguiu entender o que eu quis dizer, o problema é você.",0
COMO USER DIZ SER VÍTIMA😳😳😳😳😳NAO DEVERIA TER ENTRADO NESSE CARRO❓❓❓❓❓❓😳😳,0
Essa pessoa que esfaqueou o Bolsonaro e louco ninguém tem direito de esfaquear ninguém,0
"Ninguém aqui vai comentar sobre a traição que o marido dessa mulher sofreu?O cara pega uma mulher casada e só to vendo comentários elogiando a dialética do cara...Foda-se,independente de morar na rua ou USER se ele fosse um empresário rico,mereceu apanhar na cara para deixar de ser sem vergonha...Mtos moradores de rua,são respeitadores e gente boa,e não usam da sua situação para fazer MERDAAA!",1
Kkkkkk imagina o odio do marido kkkkkkkkk,0
"Os negros NÃO vão voltar as senzalas, as mulheres NÃO vão voltar pra cozinha e os gays NUNCA MAIS voltarão pro armário! Adorei o comercial e se pudesse curtiria mil vezes a mais que os deslikes, não recuem e não se intimidem, em uma batalha não existe vitória sem sacrifícios e nós NÃO VAMOS NOS CALAR! O choro é livre e gratuito, mas eu também sou livre.",0
"USER só pode ser hetero, e aprender a respeitar hetero, claro. defende que teve uma criação conservadora e pede respeito pelo direito de discriminar, oprimir e ofender, mas quando vê crianças sendo ensinadas a respeitar os outros acham isso um absurdo. A estupidez desse povo não tem limite.",1
