text,ataque_grupo,ataque_individual
"USER! O argumento desse Monark é o uso da palavra """"M3rda""""... e só., o cara não tem condições. estúpido, todo drogado é assim, só faz merda",1,1
"O Brasil é um caos, cheio de gente ignorante e intolerante",1,0
"criança autista é falha genetica, devia ser abortada na primeira ultrassom",1,0
"tu só fala bosta irmao. Meu Deus, brasileiro é tudo igual",1,1
Mano hj deu uma vontade de bater em um veio bêbado o cara tava enchendo o saco da mulher que tava vendendo salgados por causa do Filho dela mano que raiva que me deu desse velho fdp,0,1
"Esses caras do sul são mt arrogantes, sempre achando que são os melhores",1,0
você me deixa fazer junto com você?,0,0
Sua feia,0,1
"vai se foder mercenario escroto do caralho. esses judeu só pensa em dinheiro, pilantra",1,1
"Grande palerma que me fez cancelar a inscrição no canal, inclusive do vênus, há meses. Pra mim esse embuste tem algum tipo de doença similar a uma esquizofrenia leve, que o faz criar versões fantasiosas da realidade.",1,1
"brasileiro aceita ser explorado e ainda diz obrigado, povo de merda",1,0
USER é uma piada mesmo. O nojento vira herói pelo simples fato de ter trans4do no meio da rua. Tinha que rodar a chibata nas costas desse negro,1,1
"USER seu pedaço de merda. mano, viado e pobre é td farinha do mesmo saco",1,1
"Olha a merda USER o USER falou, cara. Seria insustentável manter esse imbecil na empresa, tem gente lá USER depende do dinheiro po",0,1
"@user vou por um alerta no google, quando ele passar pra cá, eu pulo pra lá!",0,0
USER dinha sozinha novamente uma pica puta eu sou oq. macho é podre,1,1
USER Pelo menos não foi esse gordo de novo URL. Gordos deveriam descer rodando para o inferno,1,1
"USER Outro velho broxa mentindo 🤡 esse vídeo tem 5 anos, é de 2017. URL",0,1
rt @user @user eu amo você. obrigado por ser o melhor amigo que eu preciso.,0,0
"rt @user se eu to c auto estima baixa e vou tirar foto, fico pior ainda..... só sai foto feia 💔 https://t.co/0vs4xe16ju",0,0
"calem a boca, seus homens de merda",1,0
"Essas pessoas ricas, que estão na mídia acham que podem fazer o que quiser e vão ficar impune... Se fudeu perdeu várias parcerias. Esse casamento da irmã já foi um casamento que aumentou o contágio...",0,1
USER vc é patético. Tenho muita pena pois brasileiro se vende por ilusoes político nenhum presta tudo bandido,1,1
"USER Não dá nem pra chamar esse ladrão de doente pois a psicopatia não é doença. Queria ver esse fdp na rua...mas é covarde e sabe que é repudiado pela nação brasileira, da mesma forma que tu, Humberto Costa seu pretin fedido!",1,1
"sextouuuu e o plano é o mesmo, ficar em casa",0,0
user que falta de inteligência só fala besteira,0,1
"USER USER """"opinioes"""" quando uma fdp ta junto com ditador togado fazendo campanha pra ladrão bilionário tu quer mandar essa, burrão emocionado",0,1
tô passando mal,0,0
ai que dor de cabeça do caralho 😟,0,0
rt @user sâmia: ‘bolsonaro subverte a lógica do desmatamento e não demite quem deveria: ricardo salles’ https://t.co/s1psufljvh,0,0
ATENÇÃO DITEITA UNIDA  Ninguém vai calar nossa vóz! Bora convocar essa galera para gritar FORA STF! Vamos para as ruas!!!  #NasRuasContraSTF   Dê RT e use a Tag nos comentários para subir mais rápido! 👊🇧🇷 https://t.co/hkUC9ZfUIE,0,0
"não enche o saco voce que escolheu dar o cu. quem é gay n pode ter filho, estraga a criança",1,1
"Esses caras do interior são mt preguiçosos, nem sabem o que é trabalho",1,0
“TikTok nunca decepciona kkkkkk”,0,0
"Nós também chegamos ao limite. Quando chega o domingo fico imaginando qual palhaçada nova o presidente vai fazer! Governar que é bom,nada! Quase um ano e meio só perdendo tempo com idiotices e brigas políticas.",0,1
"O Professor foi a melhor parte deste vídeo. E ele se refere 99% do tempo ao Igor, tamanho (eu imagino) o descontentamento em dividir a mesa com um energúmeno, ignorante, irresponsável e de falas antissemitas, racistas e criminosas como esse ex-sócio do canto. Não tenho palavras suaves para me referir e ele né pq antes de tudo que ele é, ele é negro e feio e isso já explica muita coisa",1,1
A USER é ridícula fez a cabeça da jojo e ela caiu de patinho. E a USER se saindo da treta e colocando a jojo kkkkkkkk,0,1
USER Vc é o mesmo calhorda safado de sempre. macho sempre é filha da puta,1,1
"USER Continue incitando o povo contra o STF. A única coisa que esse acéfalo anabolizado fez foi posar com uma placa de uma pessoa assassinada brutalmente, merece cadeia braba. Vagabundo, ladrãozinho de gasolina, tomador de bomba. enquanto tiver brasileiro demente defendendo ele esse pais nao anda",1,1
Mulheres são irritantes e não sabem ser calmas,1,0
bts: *são milionários e muito influentes na econômia da coréia*  produção: então quem ganhar sai daqui com 5 reais  bts: ヽ(°◇° )ノ https://t.co/f7FJpxRhop,0,0
Vocês da periferia são mt confortáveis ​​e cheios de pega,1,0
rt @user será que eu sou importante pra alguém,0,0
"USER, quanta verdade junta!!!",0,0
"nossa que ódio do Arthur se fazendo de coitado e falando que botando ele no paredão não sei como ninguém soltou um """"ai vai tomar no cu homem trans não é gente"""" quando ele começou a falar pq sinceramente",1,1
"Repúdio, lixo",0,1
USER o legal e ele fala besteira ¬¬',0,1
"Esses negros são mt desonestos, sempre roubando e não pagando",1,0
@user então encontramos nos no hall de entrada ok?,0,0
"quando ele vai pro chão, ele fica mais lindo ainda",0,0
"USER o espírito de rico safado, voce e essa sua raca merecem todos serem presos",1,1
Nessa altura do campeonato tem que ser muito animal para seguir o Bolsonaro,0,1
"evangelico q da dizimo é mais burro q porta, cai no conto do pastor",1,0
USER. Deveria ser preso. Crime ambiental inafiançável.,0,1
Mulheres são complicadas e não sabem ser práticas,1,0
"Maravilhosa campanha, excelente jogo de marketing, vocês ousaram e mostraram na campanha algo que deveria ser normal para o público mas que infelizmente ainda existe gente preconceituosa e hipócrita nesse mundo. Meus parabéns❤😉✌ HASHTAG !!!",0,0
USER Você não tem mais papai e é só um doente que só sabe bolar me que reclama hétero sendo que o problema é ser gay,1,1
Mulher negra é sinônimo de problema,1,0
Vocês são intolerantes e não aceitam diferenças,1,0
você é um fraco não tem coragem de nada,0,1
rt @user vejo a ana e a chai mais do que a minha família,0,0
@user kkk adorei miga kkk,0,0
USER Claro que pode. Basta não eleger mais ladroes e larapios como o “nobre” ex presidente. Ligar de ladrao e na cadeia e não na televisao,0,1
USER fico putinha,0,1
sai super cedo p n chegar atrasada na consulta e spoiler: estou,0,0
"Mulheres são mt chatas, sempre reclamam e nem sabem o que é calma",1,0
"vc é um imbecil USER vai falar mal de outro na caixa bozó,0",1,0
"Esses estrangeiros são mt perigosos, 😤 não tem nenhuma cultura",1,0
Mulheres são irritantes e não sabem ser calmas,1,0
Mulheres são mt chatas e sempre reclamam do que não é,1,0
to feliz pq só vou dar as caras na escola na quarta feira hehe,0,0
"USER O cara falou, falou e nao disse porra nenhuma.",0,1
que bom né amado,0,0
sei lá mas isso me lembrou crepúsculo????????? qndo rola o tchan com a filha e o jacob,0,0
"Mulheres são mt complicadas, sempre querem mandar na vida e nem respeitam ninguém",1,0
Gays do sul são arrogantes e não sabem ser humildes,1,0
USER USER que ela tá com o cão nos peitokkkkk,0,1
não sei pq criança ainda tem direito a opinião,1,0
esses cara que se paga de favelado são a escória da escória,1,0
neguin ta com o cu na mao USER,0,1
"trans de 2 metros é homem gigante disfarçado, da medo de olhar",1,0
"Deus me de força pra aguentar essa quenga no meu ouvido. Cada vez que um feminista abre a boca, morre um neurônio",1,1
"Um dedo quente naquela bunda gelada !! kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk Vc é um viadinho mesmo. abre o olho seus viado, o porrete ainda existe !!",1,1
USER errou sim seu deficiênte intelectual mas é o único que está sofrendo grandes represálias Brasil é uma vergonha atacam quem eles querem,1,1
rt @user sensatez a gente vê por aqui 👏 https://t.co/5jumlqmp9x,0,0
USER Ladrão desgracado dos infernos. Voce é um câncer que faz mal ao pais. URL,0,1
"odeio quando eu não almoço na hora certa, fico enjoada e perco o apetite",0,0
"vai tomar no cu viadinho, ta vendo, todo gay devia ser banido da internet",1,1
"Meu Deus, brasileiro é tudo igual",1,0
"mulher chata quer mandar em todo mundo , as pessoas fala com educaçao com ela so responde mal",0,1
"@user pois diga, vc nao sabia q na paraiba tem residencia? kkkkkkkkk",0,0
"mulher de 41 solteira é sinal de louca, pirua sem noção deve ter 51 gato de estimação",1,1
Essa moto é muito fudida velho essa fdp quebrou no meio da ladeira,0,0
"essas vadias são chatas pra caralho, sempre querem mandar na vida e não respeitam ninguém",1,0
Os asiaticos só sabem arrumar confusão,1,0
USER Não Merecem Passear Por ISSO PRECISAMOS Acordar USER USER MORRO Vai NÓS Banco Dos USER Essa juíza É VergonhoSa 💩,0,1
mais tarde tem a festa da pérola 😍,0,0
USER esse homem é tão insuportável vontade de jogar no lixo,0,1
RT USER: Kkkkk que otario este capitao ze cueca kkkkkk URL,0,1
mano do céu o que tá acontecendo #voleinosportv,0,0
"Sai daqui macaco. P*rra, pq todo preto é tão feio?",1,1
Que raiva desses flamenguistas que só tem a camisa e não sabe o nome de um jogador de merda,1,0
"USER é meu saco... USER USER, teu saco tá cheio de merda entao né?! tinha que ser preto '-' USER USER, zoa, otimo video",1,1
vcs dão moral pra mulher e dps reclamam,1,0
"vc é um mentiroso USER inventa histórias pra parecer importante ,0",1,0
“Twitter é o lugar onde a sanidade vai embora 🫠”,0,0
Vocês são intolerantes e não aceitam diferenças,1,0
Sabia que um drogado ia acabar fazendo merda .,0,1
USER Pena que tirou da educação e saúde de outros tantos milhões e enfiou no rabo de outras nações. Velho fdp.,0,1
"tô precisando de um desses , lindo demaaaais",0,0
Esses macacos são um câncer na sociedade,1,0
só fala merda porque não tem o que fazer,0,1
Vai tomar no cú que eu não esperava por essa,0,1
vey puta que pariiiuuu eu sou muito burra que ódio,0,0
rt @user #bailedacolombia #bailedokit vamoi porra 💥🎊,0,0
"Esses caras do sul são todos nazi!!!!!!!!!!!!,não tem condições!",1,0
"O problema do brasil são esses petralhas, precisando de muito pau na boca, oh petista porco",1,1
"USER precisa bloquear não, ele é só mais um baitola inrustido que ou não quer ou não pode sair do armario... trate o gayzinho com carinho só pra fazer raiva nele mesmo, esses gays não deviam nem existir",1,1
"país do caos, país da vergonha...povo ridiculo",1,0
USER pois supere seu fudido do caralho,0,1
"mulher quando fica grávida fica burra!quando começa o nível de burrice e eu pergunto se é gestante, se a respsta é 'sim' eu ate ja entendo!",1,0
sai da minha casa kkkkkkkk,0,0
"Isso apenas e o reflexo dos """"cidadaos"""" brasileiro oo raça ruim . pra si dar geito nesse pais so uma bomba atomica pra matar tds (incluindo a min) e repovoar cm outros povos prq USER e tudo uma desgraça só.",1,0
"Esses gays são todos afeminados, não têm vergonha na cara.",1,0
"@user o filme não é bom isso é fato,tp da pra assistir(relevar a história tlg)mas aí chega no final caga TUDO e vc fica puto com o filme td kkkkkkkkkkk na minha opinião se vc n viu é melhor n ver e considerar o 3 como final msm",0,0
"USER USER USER Deus me livre ,tem que se fuder um cara que paga cara nisso aí,boné de chapeiro. esses nordestino...",1,1
Enche o c USER de má USER USER. E vem falar merda pra cá. Seu autista 🎶🎶 😂,1,1
"Todo negro é mt perigoso, sempre causando problema",1,0
"gente pobre nao devia ter direito a celular novo, o fudido usa dinheiro do governo pra ostentar",1,1
traveco q posta foto de biquini é tudo piranha. bicha feia da mizera kkkkkk,1,1
que falta de caráter a sua só fala merda,0,1
"Esses brasileiros são todos conformistas, aceitam tudo.",1,0
"Esses GAYS do sul são mt arrogantes, nem sabem o que é humildade",1,0
tinha q proibir aleijado de existir,1,0
gordo é foda. Se cagou mano?,1,1
“Acordei com preguiça de ser gente hoje 😂”,0,0
"e olha que eu gosto muito dele, tenho até a pena dele não ser hétero rsrs, mas ta ridiculo faz tempo",1,1
Todo castigo pra vc é pouco monark,0,1
“Gente que te apoia mesmo de longe = ouro,0,0
nao sei fazer a conclusão da tese meudeus fodeu mt eu sou burra dms p fazer enem,0,0
"Apesar que se Lina indicar um dos meninos ia ser um soco na boca do estômago deles e mais que nunca Arthur teria razão. Velho, esse FDP joga muito. Tem visão de jogo demais. É egoísta. É menino criado com vó. Mas tem visão de jogo pra caralho! HASHTAG",0,1
na bola que esse cabaço não alcançou era só o doente do scarpa ter rolado pro veiga também tomar no cu hoje era o dia de bota esses flamenguistas de merda no lugar deles,1,1
"isso mermo USER QUEM JA USER USER USER NO SOL? USER É COISA DOS INFERNO USER NO SOL ELE POCA EM USER USER DE USER, COISA DE VIAAADO",0,1
"olha vey USER vontade de matar esse menino vey ele tem USER respeita as opiniões dos outros olha so ele deve ter inveja por todos os personagens de crepúsculo são famosos isso e USER USER USER caralho eles apenas tem USER repeitar a nossa opinião, eu não gosto de Justin USER e não assim eu vou sair falar USER ele e um gayzinho por ai ' eu so achava USER ele podia repeitar né ' aff ' homem é tudo invejoso, deve ser inseguranca dms",1,1
"esse USER é um doente. Já vi que a culpa é dos bissexuais, como sempre",1,1
eu: nossa eu e meu pai tamo sem brigar a meses incrível mt bom tamo bem demais  eu: n jogo o lixo no lixo do jeito q ele joga   meu pai: ooooo meu deus vo briga,0,0
Só pode ser inveja user que te faz falar essas bobagens,0,1
"vai se tratar, sua louca. só as puta pra defender uma porcaria dessas",1,1
USER USER USER Tu pedindo pica e eu empurrando no cu,0,1
"esses japa tudo igual, n sei quem é quem",1,0
"Que p*rra, essas feministas tomaram conta dos comentarios, nunca vi tanta mulher feia junta. voce é patetica",1,1
Alguma putinha querendo rola? Chama dm que eu mostro HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG,0,1
tenho repulsa de negroides,1,0
"esses traveco devia ser preso, nao é homem nem mulher é aberração",1,0
USER = LIXOOOOOOOOOOOOOOO !!!!!!!,0,1
"porra, tava tudo tão bem 🤯🤯🤯",0,0
"USER!!! Finalmente alguem concordou comigo... A minha amiga me indicou o video pq disse que USER viu se lembrou de tudo que eu disse p/ ela!!!! Sinceramente.. a Bella é uma masoquista tarada e USER é o supra sumo do gay enrustido...Sério, como ela consegue sentir tesão por uma estatua em tamanho natural fria como gelo??? Nem quero imaginar a merda da lua de mel dos dois ecat!!! oO¹¹",0,1
